Driver,Team,Compound,LapTime,Sector1Time,Sector2Time,Sector3Time,TrackStatus,Session
HIR,Haas F1 Team,HARD,0 days 00:01:20.490000,0 days 00:00:23.925000,0 days 00:00:32.328000,0 days 00:00:24.237000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:02:06.335000,0 days 00:00:27.528000,0 days 00:00:45.173000,0 days 00:00:53.634000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:02:04.225000,0 days 00:00:52.780000,0 days 00:00:38.518000,0 days 00:00:32.927000,1,FP1
SAI,Williams,HARD,,,0 days 00:00:36.822000,0 days 00:00:29.290000,1,FP1
SAI,Williams,HARD,0 days 00:01:17.112000,0 days 00:00:22.792000,0 days 00:00:31.024000,0 days 00:00:23.296000,1,FP1
SAI,Williams,HARD,0 days 00:02:17.357000,0 days 00:00:45.516000,0 days 00:01:01.834000,0 days 00:00:30.007000,1,FP1
SAI,Williams,HARD,0 days 00:01:16.328000,0 days 00:00:22.451000,0 days 00:00:30.713000,0 days 00:00:23.164000,1,FP1
SAI,Williams,HARD,0 days 00:01:50.796000,0 days 00:00:35.495000,0 days 00:00:42.894000,0 days 00:00:32.407000,1,FP1
SAI,Williams,HARD,0 days 00:02:21.061000,0 days 00:01:13.248000,0 days 00:00:39.429000,0 days 00:00:28.384000,1,FP1
SAI,Williams,HARD,0 days 00:01:16.344000,0 days 00:00:22.562000,0 days 00:00:30.735000,0 days 00:00:23.047000,1,FP1
SAI,Williams,HARD,0 days 00:01:58.305000,0 days 00:00:35.915000,0 days 00:00:50.098000,0 days 00:00:32.292000,1,FP1
SAI,Williams,MEDIUM,,0 days 00:01:10.176000,0 days 00:00:40.896000,0 days 00:00:40.410000,1,FP1
SAI,Williams,MEDIUM,0 days 00:01:14.966000,0 days 00:00:22.230000,0 days 00:00:30.035000,0 days 00:00:22.701000,1,FP1
SAI,Williams,MEDIUM,0 days 00:02:09.116000,0 days 00:00:37.645000,0 days 00:00:50.598000,0 days 00:00:40.873000,1,FP1
SAI,Williams,MEDIUM,0 days 00:02:06.084000,0 days 00:01:00.750000,0 days 00:00:38.865000,0 days 00:00:26.469000,1,FP1
SAI,Williams,MEDIUM,0 days 00:01:14.935000,0 days 00:00:22.217000,0 days 00:00:30.112000,0 days 00:00:22.606000,1,FP1
SAI,Williams,MEDIUM,0 days 00:01:32.772000,0 days 00:00:27.051000,0 days 00:00:34.980000,0 days 00:00:30.741000,1,FP1
SAI,Williams,MEDIUM,,,0 days 00:00:34.850000,0 days 00:00:24.500000,1,FP1
SAI,Williams,MEDIUM,0 days 00:01:21.077000,0 days 00:00:24.066000,0 days 00:00:32.580000,0 days 00:00:24.431000,1,FP1
SAI,Williams,MEDIUM,0 days 00:01:21.052000,0 days 00:00:24.042000,0 days 00:00:32.775000,0 days 00:00:24.235000,1,FP1
SAI,Williams,MEDIUM,0 days 00:01:20.981000,0 days 00:00:24.162000,0 days 00:00:32.513000,0 days 00:00:24.306000,1,FP1
SAI,Williams,MEDIUM,0 days 00:01:21.246000,0 days 00:00:24.026000,0 days 00:00:32.708000,0 days 00:00:24.512000,12,FP1
SAI,Williams,MEDIUM,0 days 00:01:24.097000,0 days 00:00:24.241000,0 days 00:00:33.228000,0 days 00:00:26.628000,12,FP1
SAI,Williams,MEDIUM,0 days 00:01:21.811000,0 days 00:00:24.256000,0 days 00:00:32.978000,0 days 00:00:24.577000,1,FP1
SAI,Williams,MEDIUM,0 days 00:01:22.003000,0 days 00:00:24.193000,0 days 00:00:33.069000,0 days 00:00:24.741000,1,FP1
SAI,Williams,MEDIUM,0 days 00:01:28.208000,0 days 00:00:24.136000,0 days 00:00:33.628000,0 days 00:00:30.444000,1,FP1
SAI,Williams,HARD,0 days 00:01:43.628000,0 days 00:00:46.040000,0 days 00:00:32.948000,0 days 00:00:24.640000,1,FP1
SAI,Williams,HARD,0 days 00:01:43.608000,0 days 00:00:23.995000,0 days 00:00:45.611000,0 days 00:00:34.002000,1,FP1
SAI,Williams,HARD,0 days 00:02:01.771000,0 days 00:00:57.801000,0 days 00:00:34.123000,0 days 00:00:29.847000,1,FP1
RUS,Mercedes,HARD,,,0 days 00:00:42.650000,0 days 00:00:28.494000,1,FP1
RUS,Mercedes,HARD,0 days 00:01:17.019000,0 days 00:00:22.879000,0 days 00:00:31.134000,0 days 00:00:23.006000,1,FP1
RUS,Mercedes,HARD,0 days 00:02:22.078000,0 days 00:00:41.031000,0 days 00:01:02.374000,0 days 00:00:38.673000,1,FP1
RUS,Mercedes,HARD,0 days 00:01:16.169000,0 days 00:00:22.438000,0 days 00:00:30.599000,0 days 00:00:23.132000,1,FP1
RUS,Mercedes,HARD,,0 days 00:00:46.558000,0 days 00:01:03.337000,0 days 00:00:44.298000,1,FP1
RUS,Mercedes,HARD,,0 days 00:01:06.281000,0 days 00:00:59.294000,0 days 00:00:35.237000,1,FP1
RUS,Mercedes,HARD,0 days 00:01:15.876000,0 days 00:00:22.492000,0 days 00:00:30.429000,0 days 00:00:22.955000,1,FP1
RUS,Mercedes,HARD,0 days 00:01:46.862000,0 days 00:00:30.240000,0 days 00:00:42.951000,0 days 00:00:33.671000,1,FP1
RUS,Mercedes,MEDIUM,,,0 days 00:00:42.436000,0 days 00:00:32.300000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:02:01.829000,0 days 00:00:27.683000,0 days 00:01:04.113000,0 days 00:00:30.033000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:14.751000,0 days 00:00:22.265000,0 days 00:00:29.796000,0 days 00:00:22.690000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:48.107000,0 days 00:00:28.594000,0 days 00:00:41.526000,0 days 00:00:37.987000,1,FP1
RUS,Mercedes,MEDIUM,,,0 days 00:00:34.712000,0 days 00:00:27.011000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:20.326000,0 days 00:00:23.973000,0 days 00:00:32.267000,0 days 00:00:24.086000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:20.053000,0 days 00:00:23.843000,0 days 00:00:32.152000,0 days 00:00:24.058000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:20.721000,0 days 00:00:23.940000,0 days 00:00:32.434000,0 days 00:00:24.347000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:21.113000,0 days 00:00:24.202000,0 days 00:00:32.536000,0 days 00:00:24.375000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:21.440000,0 days 00:00:24.173000,0 days 00:00:32.789000,0 days 00:00:24.478000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:21.069000,0 days 00:00:24.172000,0 days 00:00:32.481000,0 days 00:00:24.416000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:20.803000,0 days 00:00:23.911000,0 days 00:00:32.546000,0 days 00:00:24.346000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:21.050000,0 days 00:00:24.009000,0 days 00:00:32.640000,0 days 00:00:24.401000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:20.923000,0 days 00:00:23.887000,0 days 00:00:32.529000,0 days 00:00:24.507000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:20.666000,0 days 00:00:23.811000,0 days 00:00:32.552000,0 days 00:00:24.303000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:20.879000,0 days 00:00:23.898000,0 days 00:00:32.440000,0 days 00:00:24.541000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:21.409000,0 days 00:00:23.880000,0 days 00:00:32.766000,0 days 00:00:24.763000,12,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:22.085000,0 days 00:00:23.847000,0 days 00:00:33.354000,0 days 00:00:24.884000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:21.818000,0 days 00:00:23.954000,0 days 00:00:32.982000,0 days 00:00:24.882000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:22.188000,0 days 00:00:24.155000,0 days 00:00:33.234000,0 days 00:00:24.799000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:23.262000,0 days 00:00:24.820000,0 days 00:00:33.472000,0 days 00:00:24.970000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:01:27.020000,0 days 00:00:24.135000,0 days 00:00:33.385000,0 days 00:00:29.500000,1,FP1
RUS,Mercedes,MEDIUM,0 days 00:02:00.210000,0 days 00:00:31.273000,0 days 00:00:46.369000,0 days 00:00:42.568000,1,FP1
RUS,Mercedes,MEDIUM,,0 days 00:00:54.593000,0 days 00:00:36.641000,,1,FP1
PIA,McLaren,HARD,,,0 days 00:00:37.986000,0 days 00:00:26.073000,1,FP1
PIA,McLaren,HARD,0 days 00:01:16.104000,0 days 00:00:22.543000,0 days 00:00:30.567000,0 days 00:00:22.994000,1,FP1
PIA,McLaren,HARD,0 days 00:02:16.677000,0 days 00:00:36.052000,0 days 00:01:02.519000,0 days 00:00:38.106000,1,FP1
PIA,McLaren,HARD,0 days 00:01:16.145000,0 days 00:00:22.546000,0 days 00:00:30.502000,0 days 00:00:23.097000,1,FP1
PIA,McLaren,HARD,0 days 00:02:07.213000,0 days 00:00:40.906000,0 days 00:00:53.677000,0 days 00:00:32.630000,1,FP1
PIA,McLaren,HARD,0 days 00:01:15.812000,0 days 00:00:22.389000,0 days 00:00:30.287000,0 days 00:00:23.136000,1,FP1
PIA,McLaren,HARD,0 days 00:01:24.226000,0 days 00:00:22.960000,0 days 00:00:31.008000,0 days 00:00:30.258000,1,FP1
PIA,McLaren,HARD,,,0 days 00:00:41.915000,0 days 00:00:26.432000,1,FP1
PIA,McLaren,HARD,0 days 00:01:15.821000,0 days 00:00:22.366000,0 days 00:00:30.511000,0 days 00:00:22.944000,1,FP1
PIA,McLaren,HARD,0 days 00:01:23.555000,0 days 00:00:23.515000,0 days 00:00:31.092000,0 days 00:00:28.948000,1,FP1
PIA,McLaren,SOFT,,,0 days 00:00:42.253000,0 days 00:00:33.355000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:14.294000,0 days 00:00:21.983000,0 days 00:00:29.814000,0 days 00:00:22.497000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:53.950000,0 days 00:00:35.324000,0 days 00:00:43.262000,0 days 00:00:35.364000,1,FP1
PIA,McLaren,SOFT,,0 days 00:01:12.440000,0 days 00:00:47.873000,0 days 00:00:38.713000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:14.663000,0 days 00:00:22.120000,0 days 00:00:29.884000,0 days 00:00:22.659000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:35.445000,0 days 00:00:25.986000,0 days 00:00:37.995000,0 days 00:00:31.464000,1,FP1
PIA,McLaren,SOFT,,,0 days 00:00:32.914000,0 days 00:00:24.392000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:20.735000,0 days 00:00:23.892000,0 days 00:00:32.615000,0 days 00:00:24.228000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:20.471000,0 days 00:00:24.032000,0 days 00:00:32.375000,0 days 00:00:24.064000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:20.332000,0 days 00:00:23.887000,0 days 00:00:32.212000,0 days 00:00:24.233000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:21.957000,0 days 00:00:23.923000,0 days 00:00:33.770000,0 days 00:00:24.264000,12,FP1
PIA,McLaren,SOFT,0 days 00:01:20.659000,0 days 00:00:23.854000,0 days 00:00:32.378000,0 days 00:00:24.427000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:20.706000,0 days 00:00:23.936000,0 days 00:00:32.340000,0 days 00:00:24.430000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:21.430000,0 days 00:00:23.926000,0 days 00:00:32.923000,0 days 00:00:24.581000,1,FP1
PIA,McLaren,SOFT,0 days 00:01:23.592000,0 days 00:00:23.597000,0 days 00:00:32.232000,0 days 00:00:27.763000,1,FP1
PIA,McLaren,HARD,0 days 00:01:56.632000,0 days 00:01:00.827000,0 days 00:00:31.976000,0 days 00:00:23.829000,1,FP1
PIA,McLaren,HARD,0 days 00:02:06.685000,0 days 00:00:29.895000,0 days 00:00:47.626000,0 days 00:00:49.164000,1,FP1
PIA,McLaren,HARD,0 days 00:02:03.140000,0 days 00:00:55.836000,0 days 00:00:35.260000,0 days 00:00:32.044000,1,FP1
BEA,Haas F1 Team,HARD,,,0 days 00:00:39.231000,0 days 00:00:32.369000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:18.555000,0 days 00:00:23.586000,0 days 00:00:31.364000,0 days 00:00:23.605000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:02:21.011000,0 days 00:00:48.277000,0 days 00:01:01.502000,0 days 00:00:31.232000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:17.098000,0 days 00:00:22.850000,0 days 00:00:30.841000,0 days 00:00:23.407000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:02:15.793000,0 days 00:00:42.726000,0 days 00:00:53.454000,0 days 00:00:39.613000,1,FP1
BEA,Haas F1 Team,HARD,,0 days 00:01:07.438000,0 days 00:00:44.919000,0 days 00:00:39.082000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:16.827000,0 days 00:00:22.834000,0 days 00:00:30.796000,0 days 00:00:23.197000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:02:18.673000,0 days 00:00:43.422000,0 days 00:00:53.429000,0 days 00:00:41.822000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:02:02.337000,0 days 00:00:41.705000,0 days 00:00:51.020000,0 days 00:00:29.612000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:16.823000,0 days 00:00:22.771000,0 days 00:00:30.865000,0 days 00:00:23.187000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:28.576000,0 days 00:00:26.108000,0 days 00:00:33.751000,0 days 00:00:28.717000,1,FP1
BEA,Haas F1 Team,SOFT,,,0 days 00:00:41.482000,0 days 00:00:28.499000,1,FP1
BEA,Haas F1 Team,SOFT,0 days 00:01:14.597000,0 days 00:00:22.206000,0 days 00:00:29.774000,0 days 00:00:22.617000,1,FP1
BEA,Haas F1 Team,SOFT,0 days 00:02:28.666000,0 days 00:00:42.035000,0 days 00:01:00.945000,0 days 00:00:45.686000,1,FP1
BEA,Haas F1 Team,HARD,,,0 days 00:00:35.043000,0 days 00:00:24.689000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:21.204000,0 days 00:00:23.936000,0 days 00:00:32.697000,0 days 00:00:24.571000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:21.370000,0 days 00:00:24.030000,0 days 00:00:32.626000,0 days 00:00:24.714000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:21.845000,0 days 00:00:24.084000,0 days 00:00:32.960000,0 days 00:00:24.801000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:22.112000,0 days 00:00:24.232000,0 days 00:00:32.937000,0 days 00:00:24.943000,12,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:22.147000,0 days 00:00:24.132000,0 days 00:00:32.992000,0 days 00:00:25.023000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:22.771000,0 days 00:00:24.231000,0 days 00:00:33.453000,0 days 00:00:25.087000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:22.305000,0 days 00:00:24.245000,0 days 00:00:33.252000,0 days 00:00:24.808000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:24.031000,0 days 00:00:24.884000,0 days 00:00:33.932000,0 days 00:00:25.215000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:22.068000,0 days 00:00:24.196000,0 days 00:00:33.164000,0 days 00:00:24.708000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:02:02.268000,0 days 00:00:29.717000,0 days 00:00:51.914000,0 days 00:00:40.637000,1,FP1
BEA,Haas F1 Team,HARD,0 days 00:01:53.056000,0 days 00:00:49.687000,0 days 00:00:32.801000,0 days 00:00:30.568000,1,FP1
VER,Red Bull Racing,MEDIUM,,,0 days 00:00:40.032000,0 days 00:00:27.982000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:13.910000,0 days 00:00:21.790000,0 days 00:00:29.750000,0 days 00:00:22.370000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:02:27.638000,0 days 00:00:45.403000,0 days 00:00:58.373000,0 days 00:00:43.862000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:02:10.946000,0 days 00:00:56.794000,0 days 00:00:48.939000,0 days 00:00:25.213000,12,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:24.950000,0 days 00:00:21.832000,0 days 00:00:29.837000,0 days 00:00:33.281000,1,FP2
VER,Red Bull Racing,SOFT,,,0 days 00:00:48.988000,0 days 00:00:23.897000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:13.070000,0 days 00:00:21.621000,0 days 00:00:29.254000,0 days 00:00:22.195000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:32.638000,0 days 00:00:27.175000,0 days 00:00:35.681000,0 days 00:00:29.782000,1,FP2
VER,Red Bull Racing,MEDIUM,,,0 days 00:00:32.862000,0 days 00:00:24.041000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:19.758000,0 days 00:00:23.941000,0 days 00:00:32.023000,0 days 00:00:23.794000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:19.961000,0 days 00:00:24.026000,0 days 00:00:32.089000,0 days 00:00:23.846000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:19.716000,0 days 00:00:23.861000,0 days 00:00:32.098000,0 days 00:00:23.757000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:19.797000,0 days 00:00:23.888000,0 days 00:00:32.065000,0 days 00:00:23.844000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:22.921000,0 days 00:00:23.909000,0 days 00:00:32.190000,0 days 00:00:26.822000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:20.486000,0 days 00:00:23.912000,0 days 00:00:32.422000,0 days 00:00:24.152000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:20.451000,0 days 00:00:23.929000,0 days 00:00:32.345000,0 days 00:00:24.177000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:20.450000,0 days 00:00:23.705000,0 days 00:00:32.431000,0 days 00:00:24.314000,1,FP2
VER,Red Bull Racing,MEDIUM,0 days 00:01:24.730000,0 days 00:00:23.727000,0 days 00:00:32.770000,0 days 00:00:28.233000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:43.673000,0 days 00:00:43.749000,0 days 00:00:33.138000,0 days 00:00:26.786000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:19.924000,0 days 00:00:23.897000,0 days 00:00:32.163000,0 days 00:00:23.864000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:19.620000,0 days 00:00:23.815000,0 days 00:00:31.992000,0 days 00:00:23.813000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:19.998000,0 days 00:00:23.893000,0 days 00:00:32.040000,0 days 00:00:24.065000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:19.528000,0 days 00:00:23.501000,0 days 00:00:32.033000,0 days 00:00:23.994000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:19.865000,0 days 00:00:23.369000,0 days 00:00:32.282000,0 days 00:00:24.214000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:20.297000,0 days 00:00:23.454000,0 days 00:00:32.311000,0 days 00:00:24.532000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:19.961000,0 days 00:00:23.732000,0 days 00:00:32.149000,0 days 00:00:24.080000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:20.011000,0 days 00:00:23.626000,0 days 00:00:32.177000,0 days 00:00:24.208000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:01:20.062000,0 days 00:00:23.498000,0 days 00:00:32.320000,0 days 00:00:24.244000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:02:20.914000,0 days 00:00:36.943000,0 days 00:00:53.551000,0 days 00:00:50.420000,1,FP2
VER,Red Bull Racing,SOFT,0 days 00:02:00.493000,0 days 00:00:51.387000,0 days 00:00:40.121000,0 days 00:00:28.985000,1,FP2
NOR,McLaren,MEDIUM,,,0 days 00:00:41.115000,0 days 00:00:35.224000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:01:13.636000,0 days 00:00:21.875000,0 days 00:00:29.380000,0 days 00:00:22.381000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:02:13.205000,0 days 00:00:42.819000,0 days 00:00:50.935000,0 days 00:00:39.451000,1,FP2
NOR,McLaren,MEDIUM,,0 days 00:01:09.806000,0 days 00:00:52.151000,0 days 00:00:36.956000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:01:13.922000,0 days 00:00:21.745000,0 days 00:00:29.596000,0 days 00:00:22.581000,12,FP2
NOR,McLaren,MEDIUM,0 days 00:01:43.443000,0 days 00:00:29.703000,0 days 00:00:40.374000,0 days 00:00:33.366000,1,FP2
NOR,McLaren,SOFT,,,0 days 00:00:41.969000,0 days 00:00:25.922000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:13.070000,0 days 00:00:21.542000,0 days 00:00:29.331000,0 days 00:00:22.197000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:42.590000,0 days 00:00:31.159000,0 days 00:00:34.059000,0 days 00:00:37.372000,1,FP2
NOR,McLaren,SOFT,0 days 00:02:26.648000,0 days 00:01:07.900000,0 days 00:00:48.530000,0 days 00:00:30.218000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:26.170000,0 days 00:00:21.657000,0 days 00:00:29.539000,0 days 00:00:34.974000,1,FP2
NOR,McLaren,SOFT,,,0 days 00:00:36.831000,0 days 00:00:23.851000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:20.066000,0 days 00:00:23.957000,0 days 00:00:32.036000,0 days 00:00:24.073000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:19.911000,0 days 00:00:23.884000,0 days 00:00:32.100000,0 days 00:00:23.927000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:20.067000,0 days 00:00:23.976000,0 days 00:00:32.118000,0 days 00:00:23.973000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:20.292000,0 days 00:00:23.996000,0 days 00:00:32.267000,0 days 00:00:24.029000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:20.255000,0 days 00:00:23.838000,0 days 00:00:32.235000,0 days 00:00:24.182000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:20.180000,0 days 00:00:23.849000,0 days 00:00:32.178000,0 days 00:00:24.153000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:20.135000,0 days 00:00:23.754000,0 days 00:00:32.191000,0 days 00:00:24.190000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:20.273000,0 days 00:00:23.816000,0 days 00:00:32.126000,0 days 00:00:24.331000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:20.488000,0 days 00:00:23.810000,0 days 00:00:32.336000,0 days 00:00:24.342000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:20.540000,0 days 00:00:23.670000,0 days 00:00:32.420000,0 days 00:00:24.450000,1,FP2
NOR,McLaren,SOFT,0 days 00:01:24.169000,0 days 00:00:23.681000,0 days 00:00:32.593000,0 days 00:00:27.895000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:01:38.694000,0 days 00:00:43.378000,0 days 00:00:31.568000,0 days 00:00:23.748000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:01:18.503000,0 days 00:00:23.420000,0 days 00:00:31.610000,0 days 00:00:23.473000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:01:18.916000,0 days 00:00:23.370000,0 days 00:00:31.752000,0 days 00:00:23.794000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:01:18.792000,0 days 00:00:23.333000,0 days 00:00:31.640000,0 days 00:00:23.819000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:01:18.853000,0 days 00:00:23.337000,0 days 00:00:31.708000,0 days 00:00:23.808000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:01:27.938000,0 days 00:00:27.429000,0 days 00:00:33.664000,0 days 00:00:26.845000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:01:48.293000,0 days 00:00:30.204000,0 days 00:00:39.257000,0 days 00:00:38.832000,1,FP2
NOR,McLaren,MEDIUM,0 days 00:02:15.559000,0 days 00:00:59.074000,0 days 00:00:38.643000,0 days 00:00:37.842000,1,FP2
BOR,Kick Sauber,MEDIUM,,,0 days 00:00:40.238000,0 days 00:00:27.522000,1,FP2
BOR,Kick Sauber,MEDIUM,0 days 00:01:15.261000,0 days 00:00:22.361000,0 days 00:00:30.148000,0 days 00:00:22.752000,1,FP2
BOR,Kick Sauber,MEDIUM,0 days 00:02:20.398000,0 days 00:00:36.335000,0 days 00:00:59.887000,0 days 00:00:44.176000,1,FP2
BOR,Kick Sauber,MEDIUM,0 days 00:02:06.408000,0 days 00:00:49.094000,0 days 00:00:47.913000,0 days 00:00:29.401000,1,FP2
BOR,Kick Sauber,MEDIUM,0 days 00:01:15.315000,0 days 00:00:22.070000,0 days 00:00:30.291000,0 days 00:00:22.954000,12,FP2
BOR,Kick Sauber,MEDIUM,0 days 00:02:14.443000,0 days 00:00:35.892000,0 days 00:00:54.267000,0 days 00:00:44.284000,1,FP2
BOR,Kick Sauber,MEDIUM,0 days 00:02:23.897000,0 days 00:01:04.374000,0 days 00:00:49.278000,0 days 00:00:30.245000,1,FP2
BOR,Kick Sauber,MEDIUM,0 days 00:01:27.325000,0 days 00:00:22.248000,0 days 00:00:30.292000,0 days 00:00:34.785000,1,FP2
BOR,Kick Sauber,SOFT,,,0 days 00:00:41.692000,0 days 00:00:26.656000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:01:13.959000,0 days 00:00:21.848000,0 days 00:00:29.669000,0 days 00:00:22.442000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:02:10.996000,0 days 00:00:34.186000,0 days 00:00:53.381000,0 days 00:00:43.429000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:02:24.545000,0 days 00:01:06.220000,0 days 00:00:48.157000,0 days 00:00:30.168000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:01:20.485000,0 days 00:00:22.238000,0 days 00:00:30.641000,0 days 00:00:27.606000,1,FP2
BOR,Kick Sauber,SOFT,,,0 days 00:00:33.193000,0 days 00:00:24.681000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:01:19.946000,0 days 00:00:23.599000,0 days 00:00:32.164000,0 days 00:00:24.183000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:01:21.075000,0 days 00:00:24.213000,0 days 00:00:32.614000,0 days 00:00:24.248000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:01:20.847000,0 days 00:00:23.917000,0 days 00:00:32.576000,0 days 00:00:24.354000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:01:20.981000,0 days 00:00:23.957000,0 days 00:00:32.560000,0 days 00:00:24.464000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:01:21.301000,0 days 00:00:23.904000,0 days 00:00:32.731000,0 days 00:00:24.666000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:01:20.719000,0 days 00:00:23.816000,0 days 00:00:32.375000,0 days 00:00:24.528000,1,FP2
BOR,Kick Sauber,SOFT,0 days 00:01:20.982000,0 days 00:00:23.813000,0 days 00:00:32.540000,0 days 00:00:24.629000,1,FP2
