Driver,Team,Compound,LapTime,Sector1Time,Sector2Time,Sector3Time,TrackStatus,Session
VER,Red Bull Racing,HARD,,,0 days 00:00:42.104000,0 days 00:00:26.743000,1,FP1
VER,Red Bull Racing,HARD,0 days 00:01:16.802000,0 days 00:00:22.782000,0 days 00:00:30.530000,0 days 00:00:23.490000,1,FP1
VER,Red Bull Racing,HARD,0 days 00:02:14.993000,0 days 00:00:50.693000,0 days 00:00:57.385000,0 days 00:00:26.915000,1,FP1
VER,Red Bull Racing,HARD,0 days 00:01:15.805000,0 days 00:00:22.270000,0 days 00:00:30.384000,0 days 00:00:23.151000,1,FP1
VER,Red Bull Racing,HARD,0 days 00:02:21.227000,0 days 00:00:44.629000,0 days 00:00:56.076000,0 days 00:00:40.522000,1,FP1
VER,Red Bull Racing,HARD,0 days 00:02:12.418000,0 days 00:00:51.475000,0 days 00:00:48.210000,0 days 00:00:32.733000,1,FP1
VER,Red Bull Racing,HARD,0 days 00:01:15.516000,0 days 00:00:22.126000,0 days 00:00:30.419000,0 days 00:00:22.971000,1,FP1
VER,Red Bull Racing,HARD,0 days 00:01:32.990000,0 days 00:00:26.448000,0 days 00:00:38.052000,0 days 00:00:28.490000,1,FP1
VER,Red Bull Racing,SOFT,,,0 days 00:00:45.992000,0 days 00:00:26.374000,1,FP1
VER,Red Bull Racing,SOFT,0 days 00:01:14.085000,0 days 00:00:21.924000,0 days 00:00:29.685000,0 days 00:00:22.476000,1,FP1
VER,Red Bull Racing,SOFT,0 days 00:01:45.656000,0 days 00:00:32.189000,0 days 00:00:39.319000,0 days 00:00:34.148000,1,FP1
VER,Red Bull Racing,SOFT,,,0 days 00:00:33.416000,0 days 00:00:26.619000,12,FP1
VER,Red Bull Racing,SOFT,0 days 00:01:19.917000,0 days 00:00:23.922000,0 days 00:00:32.115000,0 days 00:00:23.880000,1,FP1
VER,Red Bull Racing,SOFT,0 days 00:01:19.596000,0 days 00:00:23.793000,0 days 00:00:32.022000,0 days 00:00:23.781000,1,FP1
VER,Red Bull Racing,SOFT,0 days 00:01:19.508000,0 days 00:00:23.719000,0 days 00:00:31.936000,0 days 00:00:23.853000,1,FP1
VER,Red Bull Racing,SOFT,0 days 00:01:19.736000,0 days 00:00:23.414000,0 days 00:00:32.192000,0 days 00:00:24.130000,1,FP1
VER,Red Bull Racing,SOFT,,0 days 00:00:36.889000,0 days 00:01:06.555000,0 days 00:00:55.677000,1,FP1
VER,Red Bull Racing,SOFT,0 days 00:01:49.521000,0 days 00:00:48.356000,0 days 00:00:32.830000,0 days 00:00:28.335000,1,FP1
NOR,McLaren,HARD,,,0 days 00:00:37.185000,0 days 00:00:28.656000,1,FP1
NOR,McLaren,HARD,0 days 00:01:16.095000,0 days 00:00:22.567000,0 days 00:00:30.494000,0 days 00:00:23.034000,1,FP1
NOR,McLaren,HARD,0 days 00:01:59.624000,0 days 00:00:29.696000,0 days 00:00:55.689000,0 days 00:00:34.239000,1,FP1
NOR,McLaren,HARD,0 days 00:01:15.633000,0 days 00:00:22.311000,0 days 00:00:30.244000,0 days 00:00:23.078000,1,FP1
NOR,McLaren,HARD,0 days 00:01:56.771000,0 days 00:00:26.210000,0 days 00:00:51.467000,0 days 00:00:39.094000,1,FP1
NOR,McLaren,HARD,0 days 00:02:06.784000,0 days 00:00:40.900000,0 days 00:00:51.691000,0 days 00:00:34.193000,1,FP1
NOR,McLaren,HARD,0 days 00:01:15.259000,0 days 00:00:22.120000,0 days 00:00:30.198000,0 days 00:00:22.941000,1,FP1
NOR,McLaren,HARD,0 days 00:01:24.227000,0 days 00:00:22.853000,0 days 00:00:30.840000,0 days 00:00:30.534000,1,FP1
NOR,McLaren,HARD,,,0 days 00:00:40.173000,0 days 00:00:25.517000,1,FP1
NOR,McLaren,HARD,0 days 00:01:16.431000,0 days 00:00:22.413000,0 days 00:00:30.662000,0 days 00:00:23.356000,1,FP1
NOR,McLaren,HARD,0 days 00:01:23.276000,0 days 00:00:22.759000,0 days 00:00:30.686000,0 days 00:00:29.831000,1,FP1
NOR,McLaren,SOFT,,,0 days 00:00:41.047000,0 days 00:00:25.288000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:13.718000,0 days 00:00:21.866000,0 days 00:00:29.453000,0 days 00:00:22.399000,1,FP1
NOR,McLaren,SOFT,0 days 00:02:06.206000,0 days 00:00:26.211000,0 days 00:00:52.315000,0 days 00:00:47.680000,1,FP1
NOR,McLaren,SOFT,0 days 00:02:22.456000,0 days 00:01:07.323000,0 days 00:00:49.909000,0 days 00:00:25.224000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:14.500000,0 days 00:00:22.148000,0 days 00:00:29.748000,0 days 00:00:22.604000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:20.890000,0 days 00:00:22.123000,0 days 00:00:30.590000,0 days 00:00:28.177000,1,FP1
NOR,McLaren,SOFT,,,0 days 00:00:32.444000,0 days 00:00:24.144000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:20.264000,0 days 00:00:23.812000,0 days 00:00:32.171000,0 days 00:00:24.281000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:20.330000,0 days 00:00:23.845000,0 days 00:00:32.229000,0 days 00:00:24.256000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:20.320000,0 days 00:00:23.850000,0 days 00:00:32.268000,0 days 00:00:24.202000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:21.973000,0 days 00:00:23.816000,0 days 00:00:33.887000,0 days 00:00:24.270000,12,FP1
NOR,McLaren,SOFT,0 days 00:01:20.892000,0 days 00:00:23.897000,0 days 00:00:32.518000,0 days 00:00:24.477000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:21.252000,0 days 00:00:23.982000,0 days 00:00:32.706000,0 days 00:00:24.564000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:21.905000,0 days 00:00:23.974000,0 days 00:00:33.219000,0 days 00:00:24.712000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:20.405000,0 days 00:00:23.521000,0 days 00:00:32.430000,0 days 00:00:24.454000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:20.919000,0 days 00:00:23.901000,0 days 00:00:32.532000,0 days 00:00:24.486000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:59.084000,0 days 00:00:33.245000,0 days 00:00:46.898000,0 days 00:00:38.941000,1,FP1
NOR,McLaren,SOFT,0 days 00:01:58.012000,0 days 00:00:54.236000,0 days 00:00:35.350000,0 days 00:00:28.426000,1,FP1
BOR,Kick Sauber,HARD,,,0 days 00:00:38.774000,0 days 00:00:34.095000,1,FP1
BOR,Kick Sauber,HARD,,,0 days 00:00:40.640000,0 days 00:00:33.399000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:01:17.622000,0 days 00:00:22.934000,0 days 00:00:31.096000,0 days 00:00:23.592000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:02:00.175000,0 days 00:00:32.152000,0 days 00:00:51.841000,0 days 00:00:36.182000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:01:17.688000,0 days 00:00:22.923000,0 days 00:00:31.205000,0 days 00:00:23.560000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:02:03.615000,0 days 00:00:37.974000,0 days 00:00:49.121000,0 days 00:00:36.520000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:02:21.539000,0 days 00:01:00.614000,0 days 00:00:41.094000,0 days 00:00:39.831000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:01:16.953000,0 days 00:00:22.741000,0 days 00:00:30.843000,0 days 00:00:23.369000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:01:31.555000,0 days 00:00:27.807000,0 days 00:00:33.724000,0 days 00:00:30.024000,1,FP1
BOR,Kick Sauber,SOFT,,,0 days 00:00:42.335000,0 days 00:00:27.332000,1,FP1
BOR,Kick Sauber,SOFT,0 days 00:01:15.155000,0 days 00:00:22.282000,0 days 00:00:30.097000,0 days 00:00:22.776000,1,FP1
BOR,Kick Sauber,SOFT,0 days 00:02:02.132000,0 days 00:00:34.068000,0 days 00:00:47.607000,0 days 00:00:40.457000,1,FP1
BOR,Kick Sauber,SOFT,0 days 00:02:05.028000,0 days 00:00:50.653000,0 days 00:00:47.667000,0 days 00:00:26.708000,1,FP1
BOR,Kick Sauber,SOFT,0 days 00:01:20.113000,0 days 00:00:22.275000,0 days 00:00:30.372000,0 days 00:00:27.466000,1,FP1
BOR,Kick Sauber,HARD,,,0 days 00:00:36.878000,0 days 00:00:24.916000,12,FP1
BOR,Kick Sauber,HARD,0 days 00:01:21.470000,0 days 00:00:24.088000,0 days 00:00:32.711000,0 days 00:00:24.671000,12,FP1
BOR,Kick Sauber,HARD,0 days 00:01:21.230000,0 days 00:00:24.084000,0 days 00:00:32.642000,0 days 00:00:24.504000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:01:21.317000,0 days 00:00:24.104000,0 days 00:00:32.546000,0 days 00:00:24.667000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:01:21.390000,0 days 00:00:24.022000,0 days 00:00:32.691000,0 days 00:00:24.677000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:01:20.668000,0 days 00:00:23.727000,0 days 00:00:32.544000,0 days 00:00:24.397000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:01:21.304000,0 days 00:00:23.912000,0 days 00:00:32.629000,0 days 00:00:24.763000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:02:20.221000,0 days 00:00:27.307000,0 days 00:00:55.910000,0 days 00:00:57.004000,1,FP1
BOR,Kick Sauber,HARD,0 days 00:02:01.915000,0 days 00:00:48.189000,0 days 00:00:41.624000,0 days 00:00:32.102000,1,FP1
HAD,Racing Bulls,HARD,,,0 days 00:00:38.169000,0 days 00:00:28.124000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:17.385000,0 days 00:00:22.870000,0 days 00:00:31.073000,0 days 00:00:23.442000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:02:01.204000,0 days 00:00:37.813000,0 days 00:00:53.759000,0 days 00:00:29.632000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:16.567000,0 days 00:00:22.612000,0 days 00:00:30.674000,0 days 00:00:23.281000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:02:07.984000,0 days 00:00:39.390000,0 days 00:00:48.481000,0 days 00:00:40.113000,1,FP1
HAD,Racing Bulls,HARD,,0 days 00:01:12.369000,0 days 00:00:51.839000,0 days 00:00:41.754000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:16.591000,0 days 00:00:22.697000,0 days 00:00:30.730000,0 days 00:00:23.164000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:02:20.354000,0 days 00:00:42.828000,0 days 00:00:55.681000,0 days 00:00:41.845000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:56.990000,0 days 00:00:36.186000,0 days 00:00:45.294000,0 days 00:00:35.510000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:16.143000,0 days 00:00:22.382000,0 days 00:00:30.568000,0 days 00:00:23.193000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:46.072000,0 days 00:00:33.710000,0 days 00:00:41.428000,0 days 00:00:30.934000,1,FP1
HAD,Racing Bulls,SOFT,,,0 days 00:00:40.793000,0 days 00:00:28.549000,1,FP1
HAD,Racing Bulls,SOFT,0 days 00:01:14.605000,0 days 00:00:22.191000,0 days 00:00:29.847000,0 days 00:00:22.567000,1,FP1
HAD,Racing Bulls,SOFT,0 days 00:01:45.341000,0 days 00:00:34.828000,0 days 00:00:39.880000,0 days 00:00:30.633000,1,FP1
HAD,Racing Bulls,HARD,,,0 days 00:00:35.672000,0 days 00:00:33.725000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:02:02.332000,0 days 00:01:04.994000,0 days 00:00:32.692000,0 days 00:00:24.646000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:21.544000,0 days 00:00:24.312000,0 days 00:00:32.826000,0 days 00:00:24.406000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:20.784000,0 days 00:00:24.015000,0 days 00:00:32.501000,0 days 00:00:24.268000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:21.081000,0 days 00:00:23.893000,0 days 00:00:32.770000,0 days 00:00:24.418000,12,FP1
HAD,Racing Bulls,HARD,0 days 00:01:21.169000,0 days 00:00:24.058000,0 days 00:00:32.646000,0 days 00:00:24.465000,21,FP1
HAD,Racing Bulls,HARD,0 days 00:01:21.403000,0 days 00:00:23.989000,0 days 00:00:32.800000,0 days 00:00:24.614000,1,FP1
HAD,Racing Bulls,HARD,0 days 00:01:26.116000,0 days 00:00:24.198000,0 days 00:00:32.807000,0 days 00:00:29.111000,1,FP1
HAD,Racing Bulls,SOFT,0 days 00:02:12.851000,0 days 00:01:05.239000,0 days 00:00:37.618000,0 days 00:00:29.994000,1,FP1
HAD,Racing Bulls,SOFT,0 days 00:02:16.522000,0 days 00:00:58.452000,0 days 00:00:45.254000,0 days 00:00:32.816000,1,FP1
HAD,Racing Bulls,SOFT,0 days 00:02:20.771000,0 days 00:00:33.836000,0 days 00:00:47.771000,0 days 00:00:59.164000,1,FP1
HAD,Racing Bulls,SOFT,0 days 00:01:59.345000,0 days 00:00:51.441000,0 days 00:00:34.084000,0 days 00:00:33.820000,1,FP1
GAS,Alpine,HARD,,,0 days 00:00:41.241000,0 days 00:00:28.960000,1,FP1
GAS,Alpine,HARD,0 days 00:01:16.677000,0 days 00:00:22.662000,0 days 00:00:30.729000,0 days 00:00:23.286000,1,FP1
GAS,Alpine,HARD,0 days 00:02:00.993000,0 days 00:00:38.744000,0 days 00:00:48.643000,0 days 00:00:33.606000,1,FP1
GAS,Alpine,HARD,0 days 00:01:16.487000,0 days 00:00:22.522000,0 days 00:00:30.880000,0 days 00:00:23.085000,1,FP1
GAS,Alpine,HARD,0 days 00:02:16.902000,0 days 00:00:41.943000,0 days 00:01:00.497000,0 days 00:00:34.462000,1,FP1
GAS,Alpine,HARD,0 days 00:01:48.755000,0 days 00:00:36.419000,0 days 00:00:44.317000,0 days 00:00:28.019000,1,FP1
GAS,Alpine,HARD,0 days 00:01:16.291000,0 days 00:00:22.500000,0 days 00:00:30.695000,0 days 00:00:23.096000,1,FP1
GAS,Alpine,HARD,0 days 00:02:10.436000,0 days 00:00:37.188000,0 days 00:00:51.825000,0 days 00:00:41.423000,1,FP1
GAS,Alpine,HARD,0 days 00:02:17.086000,0 days 00:01:01.382000,0 days 00:00:45.987000,0 days 00:00:29.717000,1,FP1
GAS,Alpine,HARD,0 days 00:01:16.291000,0 days 00:00:22.498000,0 days 00:00:30.713000,0 days 00:00:23.080000,1,FP1
GAS,Alpine,HARD,0 days 00:02:18.793000,0 days 00:00:37.861000,0 days 00:00:57.524000,0 days 00:00:43.408000,1,FP1
GAS,Alpine,HARD,0 days 00:02:05.311000,0 days 00:00:50.473000,0 days 00:00:47.765000,0 days 00:00:27.073000,1,FP1
GAS,Alpine,HARD,0 days 00:01:16.391000,0 days 00:00:22.455000,0 days 00:00:30.803000,0 days 00:00:23.133000,1,FP1
GAS,Alpine,HARD,0 days 00:01:42.379000,0 days 00:00:27.113000,0 days 00:00:44.397000,0 days 00:00:30.869000,1,FP1
GAS,Alpine,HARD,0 days 00:01:57.989000,0 days 00:00:50.895000,0 days 00:00:34.207000,0 days 00:00:32.887000,1,FP1
GAS,Alpine,SOFT,,,0 days 00:00:43.706000,0 days 00:00:40.444000,1,FP1
GAS,Alpine,SOFT,0 days 00:01:14.746000,0 days 00:00:22.167000,0 days 00:00:29.918000,0 days 00:00:22.661000,1,FP1
GAS,Alpine,SOFT,0 days 00:02:18.606000,0 days 00:00:35.608000,0 days 00:00:56.837000,0 days 00:00:46.161000,1,FP1
GAS,Alpine,SOFT,0 days 00:02:15.418000,0 days 00:00:55.047000,0 days 00:00:48.905000,0 days 00:00:31.466000,1,FP1
GAS,Alpine,SOFT,0 days 00:01:19.756000,0 days 00:00:22.198000,0 days 00:00:30.081000,0 days 00:00:27.477000,1,FP1
GAS,Alpine,HARD,,,0 days 00:00:39.700000,0 days 00:00:26.563000,12,FP1
GAS,Alpine,HARD,0 days 00:01:24.688000,0 days 00:00:24.373000,0 days 00:00:33.240000,0 days 00:00:27.075000,1,FP1
GAS,Alpine,HARD,0 days 00:01:21.641000,0 days 00:00:24.215000,0 days 00:00:32.819000,0 days 00:00:24.607000,1,FP1
GAS,Alpine,HARD,0 days 00:01:21.571000,0 days 00:00:24.179000,0 days 00:00:32.887000,0 days 00:00:24.505000,1,FP1
GAS,Alpine,HARD,0 days 00:01:21.791000,0 days 00:00:24.153000,0 days 00:00:32.984000,0 days 00:00:24.654000,1,FP1
GAS,Alpine,HARD,0 days 00:01:21.995000,0 days 00:00:24.136000,0 days 00:00:33.025000,0 days 00:00:24.834000,1,FP1
GAS,Alpine,HARD,0 days 00:02:01.655000,0 days 00:00:32.421000,0 days 00:00:46.902000,0 days 00:00:42.332000,1,FP1
GAS,Alpine,HARD,0 days 00:02:01.360000,0 days 00:00:54.905000,0 days 00:00:33.885000,0 days 00:00:32.570000,1,FP1
ANT,Mercedes,HARD,,,0 days 00:00:40.677000,0 days 00:00:27.924000,1,FP1
ANT,Mercedes,HARD,0 days 00:01:16.549000,0 days 00:00:22.605000,0 days 00:00:30.859000,0 days 00:00:23.085000,1,FP1
ANT,Mercedes,HARD,0 days 00:02:23.195000,0 days 00:00:40.070000,0 days 00:00:58.186000,0 days 00:00:44.939000,1,FP1
ANT,Mercedes,HARD,,0 days 00:01:29.486000,0 days 00:00:51.758000,0 days 00:00:27.462000,1,FP1
ANT,Mercedes,HARD,0 days 00:01:16.225000,0 days 00:00:22.611000,0 days 00:00:30.553000,0 days 00:00:23.061000,1,FP1
ANT,Mercedes,HARD,0 days 00:02:21.837000,0 days 00:00:41.964000,0 days 00:00:57.439000,0 days 00:00:42.434000,1,FP1
ANT,Mercedes,HARD,,0 days 00:01:12.021000,0 days 00:00:52.898000,0 days 00:00:33.924000,1,FP1
ANT,Mercedes,HARD,0 days 00:01:16.426000,0 days 00:00:22.653000,0 days 00:00:30.663000,0 days 00:00:23.110000,1,FP1
ANT,Mercedes,HARD,0 days 00:01:44.113000,0 days 00:00:30.125000,0 days 00:00:39.890000,0 days 00:00:34.098000,1,FP1
ANT,Mercedes,MEDIUM,,,0 days 00:00:43.147000,0 days 00:00:28.232000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:15.369000,0 days 00:00:22.400000,0 days 00:00:30.122000,0 days 00:00:22.847000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:51.976000,0 days 00:00:32.196000,0 days 00:00:42.458000,0 days 00:00:37.322000,1,FP1
ANT,Mercedes,MEDIUM,,,0 days 00:00:34.895000,0 days 00:00:25.263000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.292000,0 days 00:00:24.012000,0 days 00:00:32.740000,0 days 00:00:24.540000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:20.637000,0 days 00:00:23.945000,0 days 00:00:32.410000,0 days 00:00:24.282000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:20.552000,0 days 00:00:23.795000,0 days 00:00:32.412000,0 days 00:00:24.345000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.132000,0 days 00:00:24.085000,0 days 00:00:32.651000,0 days 00:00:24.396000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.005000,0 days 00:00:24.064000,0 days 00:00:32.520000,0 days 00:00:24.421000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.518000,0 days 00:00:24.330000,0 days 00:00:32.583000,0 days 00:00:24.605000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.244000,0 days 00:00:24.095000,0 days 00:00:32.645000,0 days 00:00:24.504000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.465000,0 days 00:00:24.186000,0 days 00:00:32.673000,0 days 00:00:24.606000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.504000,0 days 00:00:24.136000,0 days 00:00:32.729000,0 days 00:00:24.639000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.518000,0 days 00:00:24.131000,0 days 00:00:32.727000,0 days 00:00:24.660000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.799000,0 days 00:00:24.237000,0 days 00:00:32.877000,0 days 00:00:24.685000,12,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:21.879000,0 days 00:00:24.290000,0 days 00:00:32.875000,0 days 00:00:24.714000,21,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:29.894000,0 days 00:00:31.940000,0 days 00:00:33.082000,0 days 00:00:24.872000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:22.205000,0 days 00:00:24.401000,0 days 00:00:33.083000,0 days 00:00:24.721000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:22.064000,0 days 00:00:24.382000,0 days 00:00:32.929000,0 days 00:00:24.753000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:01:23.277000,0 days 00:00:24.810000,0 days 00:00:33.343000,0 days 00:00:25.124000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:02:01.577000,0 days 00:00:32.568000,0 days 00:00:46.178000,0 days 00:00:42.831000,1,FP1
ANT,Mercedes,MEDIUM,0 days 00:02:04.218000,0 days 00:00:53.586000,0 days 00:00:37.362000,0 days 00:00:33.270000,1,FP1
ALO,Aston Martin,HARD,,,0 days 00:00:34.585000,0 days 00:00:27.099000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:16.141000,0 days 00:00:22.628000,0 days 00:00:30.444000,0 days 00:00:23.069000,1,FP1
ALO,Aston Martin,HARD,0 days 00:02:06.867000,0 days 00:00:40.282000,0 days 00:00:54.988000,0 days 00:00:31.597000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:15.480000,0 days 00:00:22.366000,0 days 00:00:30.320000,0 days 00:00:22.794000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:53.153000,0 days 00:00:31.567000,0 days 00:00:50.262000,0 days 00:00:31.324000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:17.870000,0 days 00:00:23.204000,0 days 00:00:31.277000,0 days 00:00:23.389000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:17.317000,0 days 00:00:23.048000,0 days 00:00:30.865000,0 days 00:00:23.404000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:18.080000,0 days 00:00:23.085000,0 days 00:00:31.323000,0 days 00:00:23.672000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:34.624000,0 days 00:00:25.532000,0 days 00:00:34.721000,0 days 00:00:34.371000,1,FP1
ALO,Aston Martin,HARD,,,0 days 00:00:36.751000,0 days 00:00:25.252000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:19.481000,0 days 00:00:23.785000,0 days 00:00:31.932000,0 days 00:00:23.764000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:19.360000,0 days 00:00:23.648000,0 days 00:00:31.886000,0 days 00:00:23.826000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:19.786000,0 days 00:00:23.757000,0 days 00:00:31.948000,0 days 00:00:24.081000,1,FP1
ALO,Aston Martin,HARD,0 days 00:01:34.730000,0 days 00:00:24.430000,0 days 00:00:34.216000,0 days 00:00:36.084000,1,FP1
ALO,Aston Martin,SOFT,,,0 days 00:00:41.580000,0 days 00:00:36.938000,1,FP1
ALO,Aston Martin,SOFT,0 days 00:01:14.798000,0 days 00:00:22.166000,0 days 00:00:29.870000,0 days 00:00:22.762000,1,FP1
ALO,Aston Martin,SOFT,,0 days 00:00:49.581000,0 days 00:01:06.282000,0 days 00:00:38.017000,1,FP1
ALO,Aston Martin,SOFT,0 days 00:02:20.035000,0 days 00:00:51.251000,0 days 00:00:58.243000,0 days 00:00:30.541000,1,FP1
ALO,Aston Martin,SOFT,0 days 00:01:39.708000,0 days 00:00:27.244000,0 days 00:00:42.279000,0 days 00:00:30.185000,1,FP1
ALO,Aston Martin,SOFT,0 days 00:01:22.900000,0 days 00:00:22.273000,0 days 00:00:31.219000,0 days 00:00:29.408000,12,FP1
LEC,Ferrari,HARD,,,0 days 00:00:38.539000,0 days 00:00:26.067000,1,FP1
LEC,Ferrari,HARD,0 days 00:01:17.238000,0 days 00:00:22.920000,0 days 00:00:30.953000,0 days 00:00:23.365000,1,FP1
LEC,Ferrari,HARD,0 days 00:01:42.278000,0 days 00:00:30.260000,0 days 00:00:39.564000,0 days 00:00:32.454000,1,FP1
LEC,Ferrari,HARD,0 days 00:02:25.365000,0 days 00:01:05.035000,0 days 00:00:49.343000,0 days 00:00:30.987000,1,FP1
LEC,Ferrari,HARD,0 days 00:01:15.942000,0 days 00:00:22.435000,0 days 00:00:30.552000,0 days 00:00:22.955000,1,FP1
LEC,Ferrari,HARD,0 days 00:02:02.672000,0 days 00:00:35.103000,0 days 00:00:51.898000,0 days 00:00:35.671000,1,FP1
LEC,Ferrari,HARD,,0 days 00:00:59.452000,0 days 00:00:52.469000,0 days 00:00:39.953000,1,FP1
LEC,Ferrari,HARD,0 days 00:01:42.637000,0 days 00:00:24.391000,0 days 00:00:48.296000,0 days 00:00:29.950000,1,FP1
LEC,Ferrari,HARD,0 days 00:01:15.775000,0 days 00:00:22.607000,0 days 00:00:30.352000,0 days 00:00:22.816000,1,FP1
LEC,Ferrari,HARD,0 days 00:02:13.567000,0 days 00:00:40.650000,0 days 00:00:57.246000,0 days 00:00:35.671000,1,FP1
LEC,Ferrari,HARD,0 days 00:01:15.632000,0 days 00:00:22.487000,0 days 00:00:30.225000,0 days 00:00:22.920000,1,FP1
LEC,Ferrari,HARD,0 days 00:01:32.035000,0 days 00:00:26.928000,0 days 00:00:35.251000,0 days 00:00:29.856000,1,FP1
LEC,Ferrari,SOFT,,,0 days 00:00:45.199000,0 days 00:00:41.182000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:14.238000,0 days 00:00:22.263000,0 days 00:00:29.521000,0 days 00:00:22.454000,1,FP1
LEC,Ferrari,SOFT,0 days 00:02:10.883000,0 days 00:00:33.145000,0 days 00:00:55.109000,0 days 00:00:42.629000,1,FP1
LEC,Ferrari,SOFT,,0 days 00:01:16.845000,0 days 00:00:57.815000,0 days 00:00:38.600000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:21.452000,0 days 00:00:22.296000,0 days 00:00:29.618000,0 days 00:00:29.538000,1,FP1
LEC,Ferrari,SOFT,,,0 days 00:00:33.022000,0 days 00:00:29.820000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:19.593000,0 days 00:00:23.889000,0 days 00:00:31.921000,0 days 00:00:23.783000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:19.716000,0 days 00:00:23.742000,0 days 00:00:31.983000,0 days 00:00:23.991000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:19.736000,0 days 00:00:23.587000,0 days 00:00:32.087000,0 days 00:00:24.062000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:20.085000,0 days 00:00:23.949000,0 days 00:00:32.112000,0 days 00:00:24.024000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:19.865000,0 days 00:00:23.828000,0 days 00:00:31.918000,0 days 00:00:24.119000,12,FP1
LEC,Ferrari,SOFT,0 days 00:01:19.866000,0 days 00:00:23.792000,0 days 00:00:31.946000,0 days 00:00:24.128000,12,FP1
LEC,Ferrari,SOFT,0 days 00:01:19.933000,0 days 00:00:23.829000,0 days 00:00:31.950000,0 days 00:00:24.154000,1,FP1
